technique_id,name,is_subtechnique,platforms,detection_strategies,analytic_count,analytic_platforms,log_sources,data_components
T1480.002,Mutual Exclusion,Yes,Linux; Windows; macOS,DET0132,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Access | File Creation | OS API Execution | Process Creation | Process Termination
T1482,Domain Trust Discovery,No,Windows,DET0007,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon,Active Directory Object Access | Command Execution | Module Load | Process Access | Process Creation
T1484,Domain or Tenant Policy Modification,No,Identity Provider; Windows,DET0270,2,Identity Provider; Windows,WinEventLog:Security | WinEventLog:Sysmon | azure:signinlogs | m365:unified,Active Directory Object Modification | Application Log Content | File Modification | Process Creation | User Account Authentication
T1484.001,Group Policy Modification,Yes,Windows,DET0305,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Active Directory Object Modification | File Creation | File Modification | Process Creation | User Account Modification
T1484.002,Trust Modification,Yes,Identity Provider; Windows,DET0458,2,Identity Provider; Windows,WinEventLog:Security | WinEventLog:Sysmon | azure:signinlogs | m365:unified,Active Directory Object Modification | Application Log Content | Command Execution | Process Creation | User Account Modification
T1485,Data Destruction,No,Containers; ESXi; IaaS; Linux; Windows; macOS,DET0146,6,Containers; ESXi; IaaS; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Sysmon | auditd:SYSCALL | docker:events | esxi:vmkernel | macos:unifiedlog,Cloud Storage Deletion | Command Execution | File Creation | File Deletion | Process Creation | Process Termination | Volume Deletion
T1485.001,Lifecycle-Triggered Deletion,Yes,IaaS,DET0041,1,IaaS,AWS:CloudTrail,Cloud Storage Modification
T1486,Data Encrypted for Impact,No,ESXi; IaaS; Linux; Windows; macOS,DET0215,5,ESXi; IaaS; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Sysmon | auditd:SYSCALL | esxi:shell | esxi:vmkernel | macos:unifiedlog,Cloud Storage Modification | Command Execution | File Creation | File Modification | Process Creation
T1489,Service Stop,No,ESXi; IaaS; Linux; Windows; macOS,DET0021,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | esxi:hostd | linux:syslog | macos:unifiedlog,File Deletion | Logon Session Metadata | Process Creation | Process Termination | Service Creation | Service Metadata
T1490,Inhibit System Recovery,No,Containers; ESXi; IaaS; Linux; Network Devices; Windows; macOS,DET0329,5,ESXi; IaaS; Linux; Network Devices; Windows,AWS:CloudTrail | WinEventLog:Microsoft-Windows-Backup | WinEventLog:Sysmon | WinEventLog:System | auditd:CONFIG_CHANGE | auditd:SYSCALL | esxi:hostd | networkdevice:syslog,Cloud Storage Deletion | Command Execution | File Deletion | Process Creation | Service Metadata | Snapshot Deletion | Windows Registry Key Modification
T1491,Defacement,No,ESXi; IaaS; Linux; Windows; macOS,DET0238,5,ESXi; IaaS; Linux; Windows; macOS,AWS:CloudTrail | CloudTrail:PutObject | WinEventLog:Application | WinEventLog:Security | WinEventLog:Sysmon | apache:access_log | auditd:SYSCALL | esxi:vmkernel | linux:syslog | macos:unifiedlog,Application Log Content | Cloud Storage Access | File Creation | File Modification | Network Traffic Content | Process Creation
T1491.001,Internal Defacement,Yes,ESXi; Linux; Windows; macOS,DET0082,4,ESXi; Linux; Windows; macOS,ESXiLogs:messages | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | linux:syslog | macos:unifiedlog,Command Execution | File Access | File Creation | File Modification | Process Creation | Script Execution | User Account Modification
T1491.002,External Defacement,Yes,IaaS; Linux; Windows; macOS,DET0590,4,IaaS; Linux; Windows; macOS,AWS:CloudTrail | NSM:Connections | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Cloud Storage Access | Cloud Storage Enumeration | File Creation | File Modification | Logon Session Metadata | Network Traffic Content | Process Creation
T1495,Firmware Corruption,No,Linux; Network Devices; Windows; macOS,DET0167,4,Linux; Network Devices; Windows; macOS,NSM:Flow | WinEventLog:Microsoft-Windows-Kernel-Boot | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog | networkdevice:firmware,Driver Load | Firmware Modification | Network Traffic Content | Process Creation
T1496,Resource Hijacking,No,Containers; IaaS; Linux; SaaS; Windows; macOS,DET0267,6,Containers; IaaS; Linux; SaaS; Windows; macOS,AWS:CloudTrail | AWS:CloudWatch | AWS:VPCFlowLogs | NSM:Flow | WinEventLog:Sysmon | Windows:perfmon | auditd:SYSCALL | container:cni | containerd:events | linux:procfs | m365:unified | macos:unifiedlog | prometheus:metrics | saas:application,Application Log Content | Cloud Service Modification | Host Status | Instance Start | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1496.001,Compute Hijacking,Yes,Containers; IaaS; Linux; Windows; macOS,DET0540,5,Containers; IaaS; Linux; Windows; macOS,AWS:CloudTrail | AWS:CloudWatch | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | containerd:events | linux:cron | macos:unifiedlog,Container Creation | Host Status | Instance Start | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation | Scheduled Job Creation
T1496.002,Bandwidth Hijacking,Yes,Containers; IaaS; Linux; Windows; macOS,DET0028,5,Containers; IaaS; Linux; Windows; macOS,AWS:CloudTrail | AWS:VPCFlowLogs | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | containers:osquery | docker:stats | macos:unifiedlog,Instance Start | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1496.003,SMS Pumping,Yes,SaaS,DET0156,1,SaaS,saas:application | saas:audit,Application Log Content | User Account Authentication
T1496.004,Cloud Service Hijacking,Yes,SaaS,DET0147,1,SaaS,AWS:CloudTrail,Application Log Content | Cloud Service Modification | User Account Metadata
T1497,Virtualization/Sandbox Evasion,No,Linux; Windows; macOS,DET0046,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | Module Load | Process Creation
T1497.001,System Checks,Yes,Linux; Windows; macOS,DET0168,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Module Load | Process Access | Process Creation
T1497.002,User Activity Based Checks,Yes,Linux; Windows; macOS,DET0420,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Access | Logon Session Metadata | OS API Execution | Process Access | Process Creation
T1497.003,Time Based Checks,Yes,Linux; Windows; macOS,DET0141,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Metadata | Module Load | OS API Execution | Process Creation
T1498,Network Denial of Service,No,Containers; IaaS; Linux; Windows; macOS,DET0518,2,Linux; Windows,NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL,Network Connection Creation | Network Traffic Flow | Process Creation
T1498.001,Direct Network Flood,Yes,IaaS; Linux; Windows; macOS,DET0343,4,IaaS; Linux; Windows; macOS,AWS:CloudWatch | AWS:VPCFlowLogs | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Host Status | Network Connection Creation | Network Traffic Flow | Process Creation
T1498.002,Reflection Amplification,Yes,IaaS; Linux; Windows; macOS,DET0408,4,IaaS; Linux; Windows; macOS,AWS:CloudTrail | AWS:CloudWatch | AWS:VPCFlowLogs | NSM:Flow | WinEventLog:Sysmon | Windows:perfmon | auditd:SYSCALL | macos:unifiedlog | sar:network,Command Execution | Firewall Rule Modification | Host Status | Network Connection Creation | Network Traffic Flow | Process Creation
T1499,Endpoint Denial of Service,No,Containers; IaaS; Linux; Windows; macOS,DET0208,5,Containers; IaaS; Linux; Windows; macOS,AWS:CloudTrail | AWS:CloudWatch | VPCFlowLogs:All | WinEventLog:Application | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | docker:events | journald:systemd | kubernetes:events | linux:syslog | macos:unifiedlog,Application Log Content | Host Status | Instance Start | Network Traffic Flow | Process Creation
T1499.001,OS Exhaustion Flood,Yes,Linux; Windows; macOS,DET0356,3,Linux; Windows; macOS,NSM:Firewall | NSM:Flow | WinEventLog:Microsoft-Windows-TCPIP | WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,Host Status | Network Traffic Content | Network Traffic Flow | Process Creation
T1499.002,Service Exhaustion Flood,Yes,IaaS; Linux; Windows; macOS,DET0173,4,IaaS; Linux; Windows; macOS,AWS:CloudTrail | AWS:CloudWatch | AWS:VPCFlowLogs | NSM:Flow | WinEventLog:Application | WinEventLog:Sysmon | Windows:perfmon | auditd:SYSCALL | linux:syslog | macos:unifiedlog,Application Log Content | Firewall Rule Modification | Host Status | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Access
T1499.003,Application Exhaustion Flood,Yes,IaaS; Linux; Windows; macOS,DET0415,4,IaaS; Linux; Windows; macOS,AWS:CloudMetrics | AWS:CloudTrail | AWS:CloudWatch | NSM:Flow | WinEventLog:Application | WinEventLog:Sysmon | Windows:perfmon | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,Application Log Content | Cloud Service Metadata | Host Status | Network Traffic Content | Process Creation
T1499.004,Application or System Exploitation,Yes,IaaS; Linux; Windows; macOS,DET0304,4,IaaS; Linux; Windows; macOS,AWS:CloudTrail | AWS:CloudWatch | AWS:VPCFlowLogs | NSM:Flow | WinEventLog:Application | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | journald:Application | macos:unifiedlog,Application Log Content | Instance Stop | Network Traffic Content | Process Creation | Process Termination | Service Creation
T1505,Server Software Component,No,ESXi; Linux; Network Devices; Windows; macOS,DET0547,4,ESXi; Linux; Windows; macOS,NSM:Flow | WinEventLog:Application | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | linux:syslog | macos:unifiedlog,Application Log Content | Command Execution | Network Traffic Content | Network Traffic Flow | Process Creation | Scheduled Job Creation
T1505.001,SQL Stored Procedures,Yes,Linux; Windows,DET0181,2,Linux; Windows,ApplicationLogs:SQL | WinEventLog:Application | WinEventLog:Sysmon | auditd:SYSCALL,Module Load | Process Creation | Script Execution
T1505.002,Transport Agent,Yes,Linux; Windows,DET0166,2,Linux; Windows,WinEventLog:Application | WinEventLog:PowerShell | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | linux:Sysmon | linux:syslog,Application Log Content | Command Execution | File Creation | File Modification | Module Load | Process Creation
T1505.003,Web Shell,Yes,Linux; Network Devices; Windows; macOS,DET0394,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Creation | File Modification | Logon Session Creation | Network Traffic Content | Process Creation
T1505.004,IIS Components,Yes,Windows,DET0068,1,Windows,WinEventLog:Microsoft-IIS-Configuration | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,Application Log Content | File Creation | File Modification | Module Load | Process Creation | Service Modification
T1505.005,Terminal Services DLL,Yes,Windows,DET0212,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Process Creation | Windows Registry Key Modification
T1505.006,vSphere Installation Bundles,Yes,ESXi,DET0535,1,ESXi,esxi:esxupdate | esxi:shell | linux:fim,Application Log Content | Command Execution | File Modification
T1518,Software Discovery,No,ESXi; IaaS; Linux; Windows; macOS,DET0392,5,ESXi; IaaS; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:PowerShell | WinEventLog:Security | auditd:SYSCALL | esxi:hostd | esxi:shell | linux:shell | macos:unifiedlog,Application Log Content | Cloud Service Enumeration | Command Execution | Process Creation
T1518.001,Security Software Discovery,Yes,IaaS; Linux; Windows; macOS,DET0016,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | Module Load | Process Creation
T1518.002,Backup Software Discovery,Yes,Linux; Windows; macOS,DET0088,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:PATH | auditd:SYSCALL | macos:unifiedlog,File Access | File Creation | Process Creation | Windows Registry Key Modification
T1525,Implant Internal Image,No,Containers; IaaS,DET0334,2,Containers; IaaS,AWS:CloudTrail | docker:daemon | docker:registry,Image Creation | Image Modification | Instance Start
T1526,Cloud Service Discovery,No,IaaS; Identity Provider; Office Suite; SaaS,DET0402,4,IaaS; Identity Provider; Office Suite; SaaS,AWS:CloudTrail | azure:audit | azure:signinlogs | m365:signinlogs | m365:unified | saas:adminapi | saas:auth,Cloud Service Enumeration | Logon Session Creation | User Account Metadata
T1528,Steal Application Access Token,No,Containers; IaaS; Identity Provider; Office Suite; SaaS,DET0515,5,Containers; IaaS; Identity Provider; Office Suite; SaaS,AWS:CloudTrail | azure:audit | kubernetes:audit | m365:unified | saas:googleworkspace | saas:slack,Application Log Content | Cloud Service Enumeration | Cloud Service Modification | Cloud Storage Access | File Access | User Account Authentication
T1529,System Shutdown/Reboot,No,ESXi; Linux; Network Devices; Windows; macOS,DET0559,5,ESXi; Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | esxi:shell | linux:syslog | macos:unifiedlog | networkdevice:syslog,Command Execution | Host Status | Process Creation
T1530,Data from Cloud Storage,No,IaaS; Office Suite; SaaS,DET0484,3,IaaS; Office Suite; SaaS,AWS:CloudTrail | AWS:VPCFlowLogs | azure:signinlogs | m365:sharepoint | m365:unified,Cloud Storage Access | Network Traffic Content | User Account Authentication | User Account Metadata
T1531,Account Access Removal,No,ESXi; IaaS; Linux; Office Suite; SaaS; Windows; macOS,DET0120,6,ESXi; Linux; Office Suite; SaaS; Windows; macOS,NSM:Connections | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:hostd | esxi:vpxa | m365:signinlogs | m365:unified | macos:unifiedlog | saas:okta,Command Execution | Process Creation | User Account Authentication | User Account Deletion | User Account Modification
T1534,Internal Spearphishing,No,Linux; Office Suite; SaaS; Windows; macOS,DET0054,5,Linux; Office Suite; SaaS; Windows; macOS,Application:Mail | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | m365:unified | macos:unifiedlog | saas:slack,Application Log Content | Command Execution | Logon Session Creation | Logon Session Metadata | Network Traffic Content | Process Creation | User Account Authentication
T1535,Unused/Unsupported Cloud Regions,No,IaaS,DET0247,1,IaaS,AWS:CloudTrail | AWS:VPCFlowLogs | CloudTrail:GetCallerIdentity,Cloud Storage Creation | Instance Start | Network Connection Creation | User Account Metadata
T1537,Transfer Data to Cloud Account,No,IaaS; Office Suite; SaaS,DET0573,3,IaaS; Office Suite; SaaS,AWS:CloudTrail | AWS:VPCFlowLogs | m365:unified | saas:box | saas:googledrive,Application Log Content | Cloud Storage Metadata | Cloud Storage Modification | Network Traffic Content | Snapshot Creation | Snapshot Metadata | Snapshot Modification
T1538,Cloud Service Dashboard,No,IaaS; Identity Provider; Office Suite; SaaS,DET0291,4,IaaS; Identity Provider; Office Suite; SaaS,AWS:CloudTrail | azure:signinlogs | m365:signinlogs | m365:unified | saas:box | saas:okta | saas:salesforce | saas:zoom,Application Log Content | Cloud Storage Metadata | Logon Session Creation | User Account Authentication
T1539,Steal Web Session Cookie,No,Linux; Office Suite; SaaS; Windows; macOS,DET0509,5,Linux; Office Suite; SaaS; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | fs:fsusage | m365:unified | macos:unifiedlog | saas:googleworkspace | saas:okta,Application Log Content | File Access | File Modification | Logon Session Creation | Process Access | Process Creation | User Account Authentication
T1542,Pre-OS Boot,No,Linux; Network Devices; Windows; macOS,DET0278,4,Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog | networkdevice:config | networkdevice:firmware,Command Execution | Drive Access | Drive Modification | File Creation | File Modification | Firmware Modification | Process Creation
T1542.001,System Firmware,Yes,Network Devices; Windows,DET0099,2,Network Devices; Windows,WinEventLog:Security | WinEventLog:Sysmon | networkdevice:config | networkdevice:runtime,Drive Access | Drive Modification | File Creation | Firmware Modification | Process Creation
T1542.002,Component Firmware,Yes,Linux; Windows; macOS,DET0323,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | firmware:integrity  | linux:syslog | macos:unifiedlog,Driver Load | Firmware Modification
T1542.003,Bootkit,Yes,Linux; Windows,DET0150,2,Linux; Windows,WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog,Drive Access | Drive Modification | File Creation | File Modification
T1542.004,ROMMONkit,Yes,Network Devices,DET0175,1,Network Devices,NSM:Flow | networkdevice:config | networkdevice:syslog,Firmware Modification | Network Connection Creation | OS API Execution
T1542.005,TFTP Boot,Yes,Network Devices,DET0582,1,Network Devices,NSM:Flow | networkdevice:config | networkdevice:syslog,Command Execution | Firmware Modification | Network Connection Creation
T1543,Create or Modify System Process,No,Containers; Linux; Windows; macOS,DET0571,4,Containers; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | docker:events | fs:fsusage | macos:unifiedlog,Command Execution | Container Creation | File Modification | Process Creation | Service Creation | Windows Registry Key Modification
T1543.001,Launch Agent,Yes,macOS,DET0434,1,macOS,fs:fsusage | macos:osquery | macos:unifiedlog,Command Execution | File Creation | File Modification | Service Creation
T1543.002,Systemd Service,Yes,Linux,DET0253,1,Linux,auditd:SYSCALL | linux:osquery,Command Execution | File Creation | File Modification | Process Creation | Service Creation
T1543.003,Windows Service,Yes,Windows,DET0552,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Driver Load | Process Creation | Service Creation | Windows Registry Key Modification
T1543.004,Launch Daemon,Yes,macOS,DET0401,1,macOS,fs:launchdaemons | macos:unifiedlog,File Creation | File Modification | Process Creation | Service Creation
T1543.005,Container Service,Yes,Containers,DET0473,1,Containers,auditd:SYSCALL | kubernetes:audit | systemd:unit,Container Creation | Pod Creation | Process Creation | Service Creation
T1546,Event Triggered Execution,No,IaaS; Linux; Office Suite; SaaS; Windows; macOS,DET0010,6,IaaS; Linux; Office Suite; SaaS; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:WMI | auditd:SYSCALL | linux:syslog | m365:office | m365:unified | macos:unifiedlog,Cloud Service Modification | Command Execution | File Metadata | File Modification | Network Traffic Content | Process Creation | Scheduled Job Creation | Script Execution | WMI Creation | Windows Registry Key Modification
T1546.001,Change Default File Association,Yes,Windows,DET0061,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Logon Session Metadata | Process Creation | Windows Registry Key Modification
T1546.002,Screensaver,Yes,Windows,DET0154,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Process Creation | Windows Registry Key Modification
T1546.003,Windows Management Instrumentation Event Subscription,Yes,Windows,DET0086,1,Windows,WinEventLog:Sysmon | WinEventLog:WMI,Module Load | Process Creation | WMI Creation
T1546.004,Unix Shell Configuration Modification,Yes,Linux; macOS,DET0020,2,Linux; macOS,NSM:Flow | auditd:EXECVE | auditd:SYSCALL | macos:endpointsecurity | macos:unifiedlog,File Modification | Network Traffic Content | Process Creation
T1546.005,Trap,Yes,Linux; macOS,DET0369,2,Linux; macOS,auditd:SYSCALL | macos:unifiedlog,File Access | File Modification | Process Creation
T1546.006,LC_LOAD_DYLIB Addition,Yes,macOS,DET0216,1,macOS,macos:unifiedlog,File Metadata | File Modification | Module Load
T1546.007,Netsh Helper DLL,Yes,Windows,DET0575,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Modification
T1546.008,Accessibility Features,Yes,Windows,DET0033,1,Windows,WinEventLog:Sysmon,File Creation | File Metadata | Process Creation | Windows Registry Key Modification
T1546.009,AppCert DLLs,Yes,Windows,DET0362,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Modification
T1546.010,AppInit DLLs,Yes,Windows,DET0557,1,Windows,WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Modification
T1546.011,Application Shimming,Yes,Windows,DET0017,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Process Creation | Windows Registry Key Modification
T1546.012,Image File Execution Options Injection,Yes,Windows,DET0422,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Process Access | Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1546.013,PowerShell Profile,Yes,Windows,DET0451,1,Windows,WinEventLog:PowerShell | WinEventLog:Sysmon,Command Execution | File Creation | File Modification | Process Creation
T1546.014,Emond,Yes,macOS,DET0555,1,macOS,macos:unifiedlog,Command Execution | File Creation | File Modification | Process Creation
T1546.015,Component Object Model Hijacking,Yes,Windows,DET0481,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Modification
T1546.016,Installer Packages,Yes,Linux; Windows; macOS,DET0330,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Creation | Process Creation
T1546.017,Udev Rules,Yes,Linux,DET0375,1,Linux,auditd:CONFIG_CHANGE | auditd:SYSCALL,Command Execution | File Modification | Process Creation
T1546.018,Python Startup Hooks,Yes,Linux; Windows; macOS,DET0258,1,Linux,NSM:Flow | auditd:CONFIG_CHANGE | auditd:PATH | auditd:SYSCALL,File Metadata | File Modification | Network Traffic Content | Process Creation
T1547,Boot or Logon Autostart Execution,No,Linux; Network Devices; Windows; macOS,DET0274,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,File Creation | File Modification | Process Creation | Service Metadata | Windows Registry Key Modification
T1547.001,Registry Run Keys / Startup Folder,Yes,Windows,DET0365,1,Windows,WinEventLog:Microsoft-Windows-Shell-Core | WinEventLog:Sysmon,File Creation | Process Creation | Windows Registry Key Modification
T1547.002,Authentication Package,Yes,Windows,DET0207,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Windows Registry Key Modification
T1547.003,Time Providers,Yes,Windows,DET0122,1,Windows,WinEventLog:Sysmon,File Creation | Module Load | Process Creation | Windows Registry Key Modification
T1547.004,Winlogon Helper DLL,Yes,Windows,DET0404,1,Windows,Autoruns:RegistryScan | WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Access | Windows Registry Key Modification
T1547.005,Security Support Provider,Yes,Windows,DET0542,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Modification
T1547.006,Kernel Modules and Extensions,Yes,Linux; macOS,DET0450,2,Linux; macOS,auditd:SYSCALL | linux:osquery | macos:osquery | macos:unifiedlog,Command Execution | File Creation | File Modification | Kernel Module Load | Process Creation
T1547.007,Re-opened Applications,Yes,macOS,DET0125,1,macOS,fs:filesystem | macos:endpointsecurity | macos:unifiedlog,File Metadata | File Modification | Logon Session Metadata | Process Creation
T1547.008,LSASS Driver,Yes,Windows,DET0225,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Driver Load | File Creation | File Modification | Module Load | Windows Registry Key Creation | Windows Registry Key Modification
T1547.009,Shortcut Modification,Yes,Windows,DET0180,1,Windows,WinEventLog:Sysmon,File Creation | File Metadata | File Modification | Process Creation
T1547.010,Port Monitors,Yes,Windows,DET0204,1,Windows,WinEventLog:Application | WinEventLog:Sysmon,File Creation | Module Load | OS API Execution | Process Creation | Windows Registry Key Modification
T1547.012,Print Processors,Yes,Windows,DET0026,1,Windows,WinEventLog:Sysmon,File Creation | Module Load | Process Access | Windows Registry Key Modification
T1547.013,XDG Autostart Entries,Yes,Linux,DET0390,1,Linux,auditd:EXECVE | auditd:SYSCALL | linux:auth | linux:osquery,File Access | File Creation | File Metadata | Logon Session Creation | Process Creation
T1547.014,Active Setup,Yes,Windows,DET0312,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Logon Session Metadata | Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1547.015,Login Items,Yes,macOS,DET0121,1,macOS,macos:unifiedlog,File Modification | OS API Execution | Process Creation | Script Execution
T1548,Abuse Elevation Control Mechanism,No,IaaS; Identity Provider; Linux; Office Suite; Windows; macOS,DET0345,5,IaaS; Identity Provider; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | fs:fsusage | macos:unifiedlog,File Metadata | Logon Session Metadata | OS API Execution | Process Creation | Process Metadata | User Account Modification | Windows Registry Key Modification
T1548.001,Setuid and Setgid,Yes,Linux; macOS,DET0110,2,Linux; macOS,auditd:SYSCALL | macos:unifiedlog,Command Execution | Process Creation | Process Metadata
T1548.002,Bypass User Account Control,Yes,Windows,DET0388,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Logon Session Metadata | Module Load | Process Access | Process Creation | Windows Registry Key Modification
T1548.003,Sudo and Sudo Caching,Yes,Linux; macOS,DET0052,2,Linux; macOS,auditd:SYSCALL | macos:unifiedlog,Command Execution | File Modification | Process Metadata | Process Termination
T1548.004,Elevated Execution with Prompt,Yes,macOS,DET0395,1,macOS,macos:unifiedlog,OS API Execution | Process Creation | User Account Authentication
T1548.005,Temporary Elevated Cloud Access,Yes,IaaS; Identity Provider; Office Suite,DET0393,3,IaaS; Identity Provider; Office Suite,AWS:CloudTrail | gcp:iam | gcp:workspaceaudit | m365:signinlogs | m365:unified,Application Log Content | User Account Authentication | User Account Metadata
T1548.006,TCC Manipulation,Yes,macOS,DET0534,1,macOS,macos:unifiedlog,Command Execution | File Modification | Host Status | Process Creation
T1550,Use Alternate Authentication Material,No,Containers; IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows,DET0338,7,Containers; IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows,AWS:CloudTrail | NSM:Connections | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | docker:runtime | m365:unified | saas:googleworkspace,Application Log Content | Logon Session Creation | Process Creation | User Account Authentication | User Account Metadata | Web Credential Usage
T1550.001,Application Access Token,Yes,Containers; IaaS; Identity Provider; Office Suite; SaaS,DET0185,5,Containers; IaaS; Identity Provider; Office Suite; SaaS,AWS:CloudTrail | azure:signinlogs | kubernetes:apiserver | m365:unified | saas:googleworkspace | saas:salesforce,User Account Authentication | Web Credential Usage
T1550.002,Pass the Hash,Yes,Windows,DET0409,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Active Directory Credential Request | Logon Session Creation | Network Connection Creation | Process Creation
T1550.003,Pass the Ticket,Yes,Windows,DET0352,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Active Directory Credential Request | Logon Session Creation | Module Load | Process Access | User Account Authentication
T1550.004,Web Session Cookie,Yes,IaaS; Office Suite; SaaS,DET0074,3,IaaS; Office Suite; SaaS,AWS:CloudTrail | m365:unified | saas:okta,Logon Session Creation | User Account Authentication | Web Credential Usage
T1552,Unsecured Credentials,No,Containers; IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,DET0412,7,Containers; Identity Provider; Linux; Network Devices; SaaS; Windows; macOS,AWS:CloudTrail | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | containerd:Events | linux:syslog | macos:unifiedlog | saas:googleworkspace | saas:zoom,Application Log Content | Cloud Service Metadata | Command Execution | File Access | File Creation | Network Traffic Content | Process Creation | User Account Authentication | Windows Registry Key Modification
